LAMMPS data file for SC lattice

125 atoms
19125 angles

1 atom types
6 angle types

0.0 5 xlo xhi
0.0 5 ylo yhi
0.0 5 zlo zhi

Masses

1 1.0

Atoms

15570 4 78 102 7
15571 4 82 102 121
15572 4 82 102 123
15573 2 82 102 106
15574 2 82 102 108
15575 6 82 102 22
15576 4 82 102 1
15577 4 82 102 3
15578 3 82 102 7
15579 3 121 102 123
15580 3 121 102 106
15581 6 121 102 108
15582 2 121 102 22
15583 2 121 102 1
15584 4 121 102 3
15585 4 121 102 7
15586 6 123 102 106
15587 3 123 102 108
15588 2 123 102 22
15589 4 123 102 1
15590 2 123 102 3
15591 4 123 102 7
15592 3 106 102 108
15593 4 106 102 22
15594 2 106 102 1
15595 4 106 102 3
15596 2 106 102 7
15597 4 108 102 22
15598 4 108 102 1
15599 2 108 102 3
15600 2 108 102 7
15601 2 22 102 1
15602 2 22 102 3
15603 3 22 102 7
15604 3 1 102 3
15605 2 1 102 7
15606 2 3 102 7
15607 3 78 103 123
15608 3 78 103 102
15609 3 78 103 104
15610 3 78 103 108
15611 6 78 103 3
15612 1 78 103 98
15613 1 78 103 77
15614 1 78 103 79
15615 1 78 103 83
15616 3 78 103 122
15617 3 78 103 124
15618 3 78 103 107
15619 3 78 103 109
15620 5 78 103 23
15621 5 78 103 2
15622 5 78 103 4
15623 5 78 103 8
15624 3 123 103 102
15625 3 123 103 104
15626 6 123 103 108
15627 3 123 103 3
15628 1 123 103 98
15629 3 123 103 77
15630 3 123 103 79
15631 5 123 103 83
15632 1 123 103 122
15633 1 123 103 124
15634 5 123 103 107
15635 5 123 103 109
15636 1 123 103 23
15637 3 123 103 2
15638 3 123 103 4
15639 5 123 103 8
15640 6 102 103 104
15641 3 102 103 108
15642 3 102 103 3
15643 3 102 103 98
15644 1 102 103 77
15645 5 102 103 79
15646 3 102 103 83
15647 1 102 103 122
15648 5 102 103 124
15649 1 102 103 107
15650 5 102 103 109
15651 3 102 103 23
15652 1 102 103 2
15653 5 102 103 4
15654 3 102 103 8
15655 3 104 103 108
15656 3 104 103 3
15657 3 104 103 98
15658 5 104 103 77
15659 1 104 103 79
15660 3 104 103 83
15661 5 104 103 122
15662 1 104 103 124
15663 5 104 103 107
15664 1 104 103 109
15665 3 104 103 23
15666 5 104 103 2
15667 1 104 103 4
15668 3 104 103 8
15669 3 108 103 3
15670 5 108 103 98
15671 3 108 103 77
15672 3 108 103 79
15673 1 108 103 83
15674 5 108 103 122
15675 5 108 103 124
15676 1 108 103 107
15677 1 108 103 109
15678 5 108 103 23
15679 3 108 103 2
15680 3 108 103 4
15681 1 108 103 8
15682 5 3 103 98
15683 5 3 103 77
15684 5 3 103 79
15685 5 3 103 83
15686 3 3 103 122
15687 3 3 103 124
15688 3 3 103 107
15689 3 3 103 109
15690 1 3 103 23
15691 1 3 103 2
15692 1 3 103 4
15693 1 3 103 8
15694 2 98 103 77
15695 2 98 103 79
15696 3 98 103 83
15697 2 98 103 122
15698 2 98 103 124
15699 4 98 103 107
15700 4 98 103 109
15701 3 98 103 23
15702 4 98 103 2
15703 4 98 103 4
15704 6 98 103 8
15705 3 77 103 79
15706 2 77 103 83
15707 2 77 103 122
15708 4 77 103 124
15709 2 77 103 107
15710 4 77 103 109
15711 4 77 103 23
15712 3 77 103 2
15713 6 77 103 4
15714 4 77 103 8
15715 2 79 103 83
15716 4 79 103 122
15717 2 79 103 124
15718 4 79 103 107
15719 2 79 103 109
15720 4 79 103 23
15721 6 79 103 2
15722 3 79 103 4
15723 4 79 103 8
15724 4 83 103 122
15725 4 83 103 124
15726 2 83 103 107
15727 2 83 103 109
15728 6 83 103 23
15729 4 83 103 2
15730 4 83 103 4
15731 3 83 103 8
15732 3 122 103 124
15733 3 122 103 107
15734 6 122 103 109
15735 2 122 103 23
15736 2 122 103 2
15737 4 122 103 4
15738 4 122 103 8
15739 6 124 103 107
15740 3 124 103 109
15741 2 124 103 23
15742 4 124 103 2
15743 2 124 103 4
15744 4 124 103 8
15745 3 107 103 109
15746 4 107 103 23
15747 2 107 103 2
15748 4 107 103 4
15749 2 107 103 8
15750 4 109 103 23
15751 4 109 103 2
15752 2 109 103 4
15753 2 109 103 8
15754 2 23 103 2
15755 2 23 103 4
15756 3 23 103 8
15757 3 2 103 4
15758 2 2 103 8
15759 2 4 103 8
15760 3 79 104 124
15761 3 79 104 103
15762 3 79 104 105
15763 3 79 104 109
15764 6 79 104 4
15765 1 79 104 99
15766 1 79 104 78
15767 1 79 104 80
15768 1 79 104 84
15769 3 79 104 123
15770 3 79 104 125
15771 3 79 104 108
15772 3 79 104 110
15773 5 79 104 24
15774 5 79 104 3
15775 5 79 104 5
15776 5 79 104 9
15777 3 124 104 103
15778 3 124 104 105
15779 6 124 104 109
15780 3 124 104 4
15781 1 124 104 99
15782 3 124 104 78
15783 3 124 104 80
15784 5 124 104 84
15785 1 124 104 123
15786 1 124 104 125
15787 5 124 104 108
15788 5 124 104 110
15789 1 124 104 24
15790 3 124 104 3
15791 3 124 104 5
15792 5 124 104 9
15793 6 103 104 105
15794 3 103 104 109
15795 3 103 104 4
15796 3 103 104 99
15797 1 103 104 78
15798 5 103 104 80
15799 3 103 104 84
15800 1 103 104 123
15801 5 103 104 125
15802 1 103 104 108
15803 5 103 104 110
15804 3 103 104 24
15805 1 103 104 3
15806 5 103 104 5
15807 3 103 104 9
15808 3 105 104 109
15809 3 105 104 4
15810 3 105 104 99
15811 5 105 104 78
15812 1 105 104 80
15813 3 105 104 84
15814 5 105 104 123
15815 1 105 104 125
15816 5 105 104 108
15817 1 105 104 110
15818 3 105 104 24
15819 5 105 104 3
15820 1 105 104 5
15821 3 105 104 9
15822 3 109 104 4
15823 5 109 104 99
15824 3 109 104 78
15825 3 109 104 80
15826 1 109 104 84
15827 5 109 104 123
15828 5 109 104 125
15829 1 109 104 108
15830 1 109 104 110
15831 5 109 104 24
15832 3 109 104 3
15833 3 109 104 5
15834 1 109 104 9
15835 5 4 104 99
15836 5 4 104 78
15837 5 4 104 80
15838 5 4 104 84
15839 3 4 104 123
15840 3 4 104 125
15841 3 4 104 108
15842 3 4 104 110
15843 1 4 104 24
15844 1 4 104 3
15845 1 4 104 5
15846 1 4 104 9
15847 2 99 104 78
15848 2 99 104 80
15849 3 99 104 84
15850 2 99 104 123
15851 2 99 104 125
15852 4 99 104 108
15853 4 99 104 110
15854 3 99 104 24
15855 4 99 104 3
15856 4 99 104 5
15857 6 99 104 9
15858 3 78 104 80
15859 2 78 104 84
15860 2 78 104 123
15861 4 78 104 125
15862 2 78 104 108
15863 4 78 104 110
15864 4 78 104 24
15865 3 78 104 3
15866 6 78 104 5
15867 4 78 104 9
15868 2 80 104 84
15869 4 80 104 123
15870 2 80 104 125
15871 4 80 104 108
15872 2 80 104 110
15873 4 80 104 24
15874 6 80 104 3
15875 3 80 104 5
15876 4 80 104 9
15877 4 84 104 123
15878 4 84 104 125
15879 2 84 104 108
15880 2 84 104 110
15881 6 84 104 24
15882 4 84 104 3
15883 4 84 104 5
15884 3 84 104 9
15885 3 123 104 125
15886 3 123 104 108
15887 6 123 104 110
15888 2 123 104 24
15889 2 123 104 3
15890 4 123 104 5
15891 4 123 104 9
15892 6 125 104 108
15893 3 125 104 110
15894 2 125 104 24
15895 4 125 104 3
15896 2 125 104 5
15897 4 125 104 9
15898 3 108 104 110
15899 4 108 104 24
15900 2 108 104 3
15901 4 108 104 5
15902 2 108 104 9
15903 4 110 104 24
15904 4 110 104 3
15905 2 110 104 5
15906 2 110 104 9
15907 2 24 104 3
15908 2 24 104 5
15909 3 24 104 9
15910 3 3 104 5
15911 2 3 104 9
15912 2 5 104 9
15913 3 80 105 125
15914 3 80 105 104
15915 3 80 105 101
15916 3 80 105 110
15917 6 80 105 5
15918 1 80 105 100
15919 1 80 105 79
15920 1 80 105 76
15921 1 80 105 85
15922 3 80 105 124
15923 3 80 105 121
15924 3 80 105 109
15925 3 80 105 106
15926 5 80 105 25
15927 5 80 105 4
15928 5 80 105 1
15929 5 80 105 10
15930 3 125 105 104
15931 3 125 105 101
15932 6 125 105 110
15933 3 125 105 5
15934 1 125 105 100
15935 3 125 105 79
15936 3 125 105 76
15937 5 125 105 85
15938 1 125 105 124
15939 1 125 105 121
15940 5 125 105 109
15941 5 125 105 106
15942 1 125 105 25
15943 3 125 105 4
15944 3 125 105 1
15945 5 125 105 10
15946 6 104 105 101
15947 3 104 105 110
15948 3 104 105 5
15949 3 104 105 100
15950 1 104 105 79
15951 5 104 105 76
15952 3 104 105 85
15953 1 104 105 124
15954 5 104 105 121
15955 1 104 105 109
15956 5 104 105 106
15957 3 104 105 25
15958 1 104 105 4
15959 5 104 105 1
15960 3 104 105 10
15961 3 101 105 110
15962 3 101 105 5
15963 3 101 105 100
15964 5 101 105 79
15965 1 101 105 76
15966 3 101 105 85
15967 5 101 105 124
15968 1 101 105 121
15969 5 101 105 109
15970 1 101 105 106
15971 3 101 105 25
15972 5 101 105 4
15973 1 101 105 1
15974 3 101 105 10
15975 3 110 105 5
15976 5 110 105 100
15977 3 110 105 79
15978 3 110 105 76
15979 1 110 105 85
15980 5 110 105 124
15981 5 110 105 121
15982 1 110 105 109
15983 1 110 105 106
15984 5 110 105 25
15985 3 110 105 4
15986 3 110 105 1
15987 1 110 105 10
15988 5 5 105 100
15989 5 5 105 79
15990 5 5 105 76
15991 5 5 105 85
15992 3 5 105 124
15993 3 5 105 121
15994 3 5 105 109
15995 3 5 105 106
15996 1 5 105 25
15997 1 5 105 4
15998 1 5 105 1
15999 1 5 105 10
16000 2 100 105 79
16001 2 100 105 76
16002 3 100 105 85
16003 2 100 105 124
16004 2 100 105 121
16005 4 100 105 109
16006 4 100 105 106
16007 3 100 105 25
16008 4 100 105 4
16009 4 100 105 1
16010 6 100 105 10
16011 3 79 105 76
16012 2 79 105 85
16013 2 79 105 124
16014 4 79 105 121
16015 2 79 105 109
16016 4 79 105 106
16017 4 79 105 25
16018 3 79 105 4
16019 6 79 105 1
16020 4 79 105 10
16021 2 76 105 85
16022 4 76 105 124
16023 2 76 105 121
16024 4 76 105 109
16025 2 76 105 106
16026 4 76 105 25
16027 6 76 105 4
16028 3 76 105 1
16029 4 76 105 10
16030 4 85 105 124
16031 4 85 105 121
16032 2 85 105 109
16033 2 85 105 106
16034 6 85 105 25
16035 4 85 105 4
16036 4 85 105 1
16037 3 85 105 10
16038 3 124 105 121
16039 3 124 105 109
16040 6 124 105 106
16041 2 124 105 25
16042 2 124 105 4
16043 4 124 105 1
16044 4 124 105 10
16045 6 121 105 109
16046 3 121 105 106
16047 2 121 105 25
16048 4 121 105 4
16049 2 121 105 1
16050 4 121 105 10
16051 3 109 105 106
16052 4 109 105 25
16053 2 109 105 4
16054 4 109 105 1
16055 2 109 105 10
16056 4 106 105 25
16057 4 106 105 4
16058 2 106 105 1
16059 2 106 105 10
16060 2 25 105 4
16061 2 25 105 1
16062 3 25 105 10
16063 3 4 105 1
16064 2 4 105 10
16065 2 1 105 10
16066 3 81 106 101
16067 3 81 106 110
16068 3 81 106 107
16069 3 81 106 111
16070 6 81 106 6
16071 1 81 106 76
16072 1 81 106 85
16073 1 81 106 82
16074 1 81 106 86
16075 3 81 106 105
16076 3 81 106 102
16077 3 81 106 115
16078 3 81 106 112
16079 5 81 106 1
16080 5 81 106 10
16081 5 81 106 7
16082 5 81 106 11
16083 3 101 106 110
16084 3 101 106 107
16085 6 101 106 111
16086 3 101 106 6
16087 1 101 106 76
16088 3 101 106 85
16089 3 101 106 82
16090 5 101 106 86
16091 1 101 106 105
16092 1 101 106 102
16093 5 101 106 115
16094 5 101 106 112
16095 1 101 106 1
16096 3 101 106 10
16097 3 101 106 7
16098 5 101 106 11
16099 6 110 106 107
16100 3 110 106 111
16101 3 110 106 6
16102 3 110 106 76
16103 1 110 106 85
16104 5 110 106 82
16105 3 110 106 86
16106 1 110 106 105
16107 5 110 106 102
16108 1 110 106 115
16109 5 110 106 112
16110 3 110 106 1
16111 1 110 106 10
16112 5 110 106 7
16113 3 110 106 11
16114 3 107 106 111
16115 3 107 106 6
16116 3 107 106 76
16117 5 107 106 85
16118 1 107 106 82
16119 3 107 106 86
16120 5 107 106 105
16121 1 107 106 102
16122 5 107 106 115
16123 1 107 106 112
16124 3 107 106 1
16125 5 107 106 10
16126 1 107 106 7
16127 3 107 106 11
16128 3 111 106 6
16129 5 111 106 76
16130 3 111 106 85
16131 3 111 106 82
16132 1 111 106 86
16133 5 111 106 105
16134 5 111 106 102
16135 1 111 106 115
16136 1 111 106 112
16137 5 111 106 1
16138 3 111 106 10
16139 3 111 106 7
16140 1 111 106 11
16141 5 6 106 76
16142 5 6 106 85
16143 5 6 106 82
16144 5 6 106 86
16145 3 6 106 105
16146 3 6 106 102
16147 3 6 106 115
16148 3 6 106 112
16149 1 6 106 1
16150 1 6 106 10
16151 1 6 106 7
16152 1 6 106 11
16153 2 76 106 85
16154 2 76 106 82
16155 3 76 106 86
16156 2 76 106 105
16157 2 76 106 102
16158 4 76 106 115
16159 4 76 106 112
16160 3 76 106 1
16161 4 76 106 10
16162 4 76 106 7
16163 6 76 106 11
16164 3 85 106 82
16165 2 85 106 86
16166 2 85 106 105
16167 4 85 106 102
16168 2 85 106 115
16169 4 85 106 112
16170 4 85 106 1
16171 3 85 106 10
16172 6 85 106 7
16173 4 85 106 11
16174 2 82 106 86
16175 4 82 106 105
16176 2 82 106 102
16177 4 82 106 115
16178 2 82 106 112
16179 4 82 106 1
16180 6 82 106 10
16181 3 82 106 7
16182 4 82 106 11
16183 4 86 106 105
16184 4 86 106 102
16185 2 86 106 115
16186 2 86 106 112
16187 6 86 106 1
16188 4 86 106 10
16189 4 86 106 7
16190 3 86 106 11
16191 3 105 106 102
16192 3 105 106 115
16193 6 105 106 112
16194 2 105 106 1
16195 2 105 106 10
16196 4 105 106 7
16197 4 105 106 11
16198 6 102 106 115
16199 3 102 106 112
16200 2 102 106 1
16201 4 102 106 10
16202 2 102 106 7
16203 4 102 106 11
16204 3 115 106 112
16205 4 115 106 1
16206 2 115 106 10
16207 4 115 106 7
16208 2 115 106 11
16209 4 112 106 1
16210 4 112 106 10
16211 2 112 106 7
16212 2 112 106 11
16213 2 1 106 10
16214 2 1 106 7
16215 3 1 106 11
16216 3 10 106 7
16217 2 10 106 11
16218 2 7 106 11
16219 3 82 107 102
16220 3 82 107 106
16221 3 82 107 108
16222 3 82 107 112
16223 6 82 107 7
16224 1 82 107 77
16225 1 82 107 81
16226 1 82 107 83
16227 1 82 107 87
16228 3 82 107 101
16229 3 82 107 103
16230 3 82 107 111
16231 3 82 107 113
16232 5 82 107 2
16233 5 82 107 6
16234 5 82 107 8
16235 5 82 107 12
16236 3 102 107 106
16237 3 102 107 108
16238 6 102 107 112
16239 3 102 107 7
16240 1 102 107 77
16241 3 102 107 81
16242 3 102 107 83
16243 5 102 107 87
16244 1 102 107 101
16245 1 102 107 103
16246 5 102 107 111
16247 5 102 107 113
16248 1 102 107 2
16249 3 102 107 6
16250 3 102 107 8
16251 5 102 107 12
16252 6 106 107 108
16253 3 106 107 112
16254 3 106 107 7
16255 3 106 107 77
16256 1 106 107 81
16257 5 106 107 83
16258 3 106 107 87
16259 1 106 107 101
16260 5 106 107 103
16261 1 106 107 111
16262 5 106 107 113
16263 3 106 107 2
16264 1 106 107 6
16265 5 106 107 8
16266 3 106 107 12
16267 3 108 107 112
16268 3 108 107 7
16269 3 108 107 77
16270 5 108 107 81
16271 1 108 107 83
16272 3 108 107 87
16273 5 108 107 101
16274 1 108 107 103
16275 5 108 107 111
16276 1 108 107 113
16277 3 108 107 2
16278 5 108 107 6
16279 1 108 107 8
16280 3 108 107 12
16281 3 112 107 7
16282 5 112 107 77
16283 3 112 107 81
16284 3 112 107 83
16285 1 112 107 87
16286 5 112 107 101
16287 5 112 107 103
16288 1 112 107 111
16289 1 112 107 113
16290 5 112 107 2
16291 3 112 107 6
16292 3 112 107 8
16293 1 112 107 12
16294 5 7 107 77
16295 5 7 107 81
16296 5 7 107 83
16297 5 7 107 87
16298 3 7 107 101
16299 3 7 107 103
16300 3 7 107 111
16301 3 7 107 113
16302 1 7 107 2
16303 1 7 107 6
16304 1 7 107 8
16305 1 7 107 12
16306 2 77 107 81
16307 2 77 107 83
16308 3 77 107 87
16309 2 77 107 101
16310 2 77 107 103
16311 4 77 107 111
16312 4 77 107 113
16313 3 77 107 2
16314 4 77 107 6
16315 4 77 107 8
16316 6 77 107 12
16317 3 81 107 83
16318 2 81 107 87
16319 2 81 107 101
16320 4 81 107 103
16321 2 81 107 111
16322 4 81 107 113
16323 4 81 107 2
16324 3 81 107 6
16325 6 81 107 8
16326 4 81 107 12
16327 2 83 107 87
16328 4 83 107 101
16329 2 83 107 103
16330 4 83 107 111
16331 2 83 107 113
16332 4 83 107 2
16333 6 83 107 6
16334 3 83 107 8
16335 4 83 107 12
16336 4 87 107 101
16337 4 87 107 103
16338 2 87 107 111
16339 2 87 107 113
16340 6 87 107 2
16341 4 87 107 6
16342 4 87 107 8
16343 3 87 107 12
16344 3 101 107 103
16345 3 101 107 111
16346 6 101 107 113
16347 2 101 107 2
16348 2 101 107 6
16349 4 101 107 8
16350 4 101 107 12
16351 6 103 107 111
16352 3 103 107 113
16353 2 103 107 2
16354 4 103 107 6
16355 2 103 107 8
16356 4 103 107 12
16357 3 111 107 113
16358 4 111 107 2
16359 2 111 107 6
16360 4 111 107 8
16361 2 111 107 12
16362 4 113 107 2
16363 4 113 107 6
16364 2 113 107 8
16365 2 113 107 12
16366 2 2 107 6
16367 2 2 107 8
16368 3 2 107 12
16369 3 6 107 8
16370 2 6 107 12
16371 2 8 107 12
16372 3 83 108 103
16373 3 83 108 107
16374 3 83 108 109
16375 3 83 108 113
16376 6 83 108 8
16377 1 83 108 78
16378 1 83 108 82
16379 1 83 108 84
16380 1 83 108 88
16381 3 83 108 102
16382 3 83 108 104
16383 3 83 108 112
16384 3 83 108 114
16385 5 83 108 3
16386 5 83 108 7
16387 5 83 108 9
16388 5 83 108 13
16389 3 103 108 107
16390 3 103 108 109
16391 6 103 108 113
16392 3 103 108 8
16393 1 103 108 78
16394 3 103 108 82
16395 3 103 108 84
16396 5 103 108 88
16397 1 103 108 102
16398 1 103 108 104
16399 5 103 108 112
16400 5 103 108 114
16401 1 103 108 3
16402 3 103 108 7
16403 3 103 108 9
16404 5 103 108 13
16405 6 107 108 109
16406 3 107 108 113
16407 3 107 108 8
16408 3 107 108 78
16409 1 107 108 82
16410 5 107 108 84
16411 3 107 108 88
16412 1 107 108 102
16413 5 107 108 104
16414 1 107 108 112
16415 5 107 108 114
16416 3 107 108 3
16417 1 107 108 7
16418 5 107 108 9
16419 3 107 108 13
16420 3 109 108 113
16421 3 109 108 8
16422 3 109 108 78
16423 5 109 108 82
16424 1 109 108 84
16425 3 109 108 88
16426 5 109 108 102
16427 1 109 108 104
16428 5 109 108 112
16429 1 109 108 114
16430 3 109 108 3
16431 5 109 108 7
16432 1 109 108 9
16433 3 109 108 13
16434 3 113 108 8
16435 5 113 108 78
16436 3 113 108 82
16437 3 113 108 84
16438 1 113 108 88
16439 5 113 108 102
16440 5 113 108 104
16441 1 113 108 112
16442 1 113 108 114
16443 5 113 108 3
16444 3 113 108 7
16445 3 113 108 9
16446 1 113 108 13
16447 5 8 108 78
16448 5 8 108 82
16449 5 8 108 84
16450 5 8 108 88
16451 3 8 108 102
16452 3 8 108 104
16453 3 8 108 112
16454 3 8 108 114
16455 1 8 108 3
16456 1 8 108 7
16457 1 8 108 9
16458 1 8 108 13
16459 2 78 108 82
16460 2 78 108 84
16461 3 78 108 88
16462 2 78 108 102
16463 2 78 108 104
16464 4 78 108 112
16465 4 78 108 114
16466 3 78 108 3
16467 4 78 108 7
16468 4 78 108 9
16469 6 78 108 13
16470 3 82 108 84
16471 2 82 108 88
16472 2 82 108 102
16473 4 82 108 104
16474 2 82 108 112
16475 4 82 108 114
16476 4 82 108 3
16477 3 82 108 7
16478 6 82 108 9
16479 4 82 108 13
16480 2 84 108 88
16481 4 84 108 102
16482 2 84 108 104
16483 4 84 108 112
16484 2 84 108 114
16485 4 84 108 3
16486 6 84 108 7
16487 3 84 108 9
16488 4 84 108 13
16489 4 88 108 102
16490 4 88 108 104
16491 2 88 108 112
16492 2 88 108 114
16493 6 88 108 3
16494 4 88 108 7
16495 4 88 108 9
16496 3 88 108 13
16497 3 102 108 104
16498 3 102 108 112
16499 6 102 108 114
16500 2 102 108 3
16501 2 102 108 7
16502 4 102 108 9
16503 4 102 108 13
16504 6 104 108 112
16505 3 104 108 114
16506 2 104 108 3
16507 4 104 108 7
16508 2 104 108 9
16509 4 104 108 13
16510 3 112 108 114
16511 4 112 108 3
16512 2 112 108 7
16513 4 112 108 9
16514 2 112 108 13
16515 4 114 108 3
16516 4 114 108 7
16517 2 114 108 9
16518 2 114 108 13
16519 2 3 108 7
16520 2 3 108 9
16521 3 3 108 13
16522 3 7 108 9
16523 2 7 108 13
16524 2 9 108 13
16525 3 84 109 104
16526 3 84 109 108
16527 3 84 109 110
16528 3 84 109 114
16529 6 84 109 9
16530 1 84 109 79
16531 1 84 109 83
16532 1 84 109 85
16533 1 84 109 89
16534 3 84 109 103
16535 3 84 109 105
16536 3 84 109 113
16537 3 84 109 115
16538 5 84 109 4
16539 5 84 109 8
16540 5 84 109 10
16541 5 84 109 14
16542 3 104 109 108
16543 3 104 109 110
16544 6 104 109 114
16545 3 104 109 9
16546 1 104 109 79
16547 3 104 109 83
16548 3 104 109 85
16549 5 104 109 89
16550 1 104 109 103
16551 1 104 109 105
16552 5 104 109 113
16553 5 104 109 115
16554 1 104 109 4
16555 3 104 109 8
16556 3 104 109 10
16557 5 104 109 14
16558 6 108 109 110
16559 3 108 109 114
16560 3 108 109 9
16561 3 108 109 79
16562 1 108 109 83
16563 5 108 109 85
16564 3 108 109 89
16565 1 108 109 103
16566 5 108 109 105
16567 1 108 109 113
16568 5 108 109 115
16569 3 108 109 4
16570 1 108 109 8
16571 5 108 109 10
16572 3 108 109 14
16573 3 110 109 114
16574 3 110 109 9
16575 3 110 109 79
16576 5 110 109 83
16577 1 110 109 85
16578 3 110 109 89
16579 5 110 109 103
16580 1 110 109 105
16581 5 110 109 113
16582 1 110 109 115
16583 3 110 109 4
16584 5 110 109 8
16585 1 110 109 10
16586 3 110 109 14
16587 3 114 109 9
16588 5 114 109 79
16589 3 114 109 83
16590 3 114 109 85
16591 1 114 109 89
16592 5 114 109 103
16593 5 114 109 105
16594 1 114 109 113
16595 1 114 109 115
16596 5 114 109 4
16597 3 114 109 8
16598 3 114 109 10
16599 1 114 109 14
16600 5 9 109 79
16601 5 9 109 83
16602 5 9 109 85
16603 5 9 109 89
16604 3 9 109 103
16605 3 9 109 105
16606 3 9 109 113
16607 3 9 109 115
16608 1 9 109 4
16609 1 9 109 8
16610 1 9 109 10
16611 1 9 109 14
16612 2 79 109 83
16613 2 79 109 85
16614 3 79 109 89
16615 2 79 109 103
16616 2 79 109 105
16617 4 79 109 113
16618 4 79 109 115
16619 3 79 109 4
16620 4 79 109 8
16621 4 79 109 10
16622 6 79 109 14
16623 3 83 109 85
16624 2 83 109 89
16625 2 83 109 103
16626 4 83 109 105
16627 2 83 109 113
16628 4 83 109 115
16629 4 83 109 4
16630 3 83 109 8
16631 6 83 109 10
16632 4 83 109 14
16633 2 85 109 89
16634 4 85 109 103
16635 2 85 109 105
16636 4 85 109 113
16637 2 85 109 115
16638 4 85 109 4
16639 6 85 109 8
16640 3 85 109 10
16641 4 85 109 14
16642 4 89 109 103
16643 4 89 109 105
16644 2 89 109 113
16645 2 89 109 115
16646 6 89 109 4
16647 4 89 109 8
16648 4 89 109 10
16649 3 89 109 14
16650 3 103 109 105
16651 3 103 109 113
16652 6 103 109 115
16653 2 103 109 4
16654 2 103 109 8
16655 4 103 109 10
16656 4 103 109 14
16657 6 105 109 113
16658 3 105 109 115
16659 2 105 109 4
16660 4 105 109 8
16661 2 105 109 10
16662 4 105 109 14
16663 3 113 109 115
16664 4 113 109 4
16665 2 113 109 8
16666 4 113 109 10
16667 2 113 109 14
16668 4 115 109 4
16669 4 115 109 8
16670 2 115 109 10
16671 2 115 109 14
16672 2 4 109 8
16673 2 4 109 10
16674 3 4 109 14
16675 3 8 109 10
16676 2 8 109 14
16677 2 10 109 14
16678 3 85 110 105
16679 3 85 110 109
16680 3 85 110 106
16681 3 85 110 115
16682 6 85 110 10
16683 1 85 110 80
16684 1 85 110 84
16685 1 85 110 81
16686 1 85 110 90
16687 3 85 110 104
16688 3 85 110 101
16689 3 85 110 114
16690 3 85 110 111
16691 5 85 110 5
16692 5 85 110 9
16693 5 85 110 6
16694 5 85 110 15
16695 3 105 110 109
16696 3 105 110 106
16697 6 105 110 115
16698 3 105 110 10
16699 1 105 110 80
16700 3 105 110 84
16701 3 105 110 81
16702 5 105 110 90
16703 1 105 110 104
16704 1 105 110 101
16705 5 105 110 114
16706 5 105 110 111
16707 1 105 110 5
16708 3 105 110 9
16709 3 105 110 6
16710 5 105 110 15
16711 6 109 110 106
16712 3 109 110 115
16713 3 109 110 10
16714 3 109 110 80
16715 1 109 110 84
16716 5 109 110 81
16717 3 109 110 90
16718 1 109 110 104
16719 5 109 110 101
16720 1 109 110 114
16721 5 109 110 111
16722 3 109 110 5
16723 1 109 110 9
16724 5 109 110 6
16725 3 109 110 15
16726 3 106 110 115
16727 3 106 110 10
16728 3 106 110 80
16729 5 106 110 84
16730 1 106 110 81
16731 3 106 110 90
16732 5 106 110 104
16733 1 106 110 101
16734 5 106 110 114
16735 1 106 110 111
16736 3 106 110 5
16737 5 106 110 9
16738 1 106 110 6
16739 3 106 110 15
16740 3 115 110 10
16741 5 115 110 80
16742 3 115 110 84
16743 3 115 110 81
16744 1 115 110 90
16745 5 115 110 104
16746 5 115 110 101
16747 1 115 110 114
16748 1 115 110 111
16749 5 115 110 5
16750 3 115 110 9
16751 3 115 110 6
16752 1 115 110 15
16753 5 10 110 80
16754 5 10 110 84
16755 5 10 110 81
16756 5 10 110 90
16757 3 10 110 104
16758 3 10 110 101
16759 3 10 110 114
16760 3 10 110 111
16761 1 10 110 5
16762 1 10 110 9
16763 1 10 110 6
16764 1 10 110 15
16765 2 80 110 84
16766 2 80 110 81
16767 3 80 110 90
16768 2 80 110 104
16769 2 80 110 101
16770 4 80 110 114
16771 4 80 110 111
16772 3 80 110 5
16773 4 80 110 9
16774 4 80 110 6
16775 6 80 110 15
16776 3 84 110 81
16777 2 84 110 90
16778 2 84 110 104
16779 4 84 110 101
16780 2 84 110 114
16781 4 84 110 111
16782 4 84 110 5
16783 3 84 110 9
16784 6 84 110 6
16785 4 84 110 15
16786 2 81 110 90
16787 4 81 110 104
16788 2 81 110 101
16789 4 81 110 114
16790 2 81 110 111
16791 4 81 110 5
16792 6 81 110 9
16793 3 81 110 6
16794 4 81 110 15
16795 4 90 110 104
16796 4 90 110 101
16797 2 90 110 114
16798 2 90 110 111
16799 6 90 110 5
16800 4 90 110 9
16801 4 90 110 6
16802 3 90 110 15
16803 3 104 110 101
16804 3 104 110 114
16805 6 104 110 111
16806 2 104 110 5
16807 2 104 110 9
16808 4 104 110 6
16809 4 104 110 15
16810 6 101 110 114
16811 3 101 110 111
16812 2 101 110 5
16813 4 101 110 9
16814 2 101 110 6
16815 4 101 110 15
16816 3 114 110 111
16817 4 114 110 5
16818 2 114 110 9
16819 4 114 110 6
16820 2 114 110 15
16821 4 111 110 5
16822 4 111 110 9
16823 2 111 110 6
16824 2 111 110 15
16825 2 5 110 9
16826 2 5 110 6
16827 3 5 110 15
16828 3 9 110 6
16829 2 9 110 15
16830 2 6 110 15
16831 3 86 111 106
16832 3 86 111 115
16833 3 86 111 112
